image_id,split,species,class_label,source_collection,source_reference,redistribution_status,licence,width,height,file_size_bytes,sha256,phash,dhash,exif_tag_count,has_exif,embedded_info_keys
cf9607fb71680527,validation,Cat,Cat_normal,study_curated_corpus,assembled for this study from prior archives,unknown_provenance_verify_required,,500,375,19719,cf9607fb71680527bc63c42f6a0511c38a1f7a7be228f246f6335d972a433183,8f4978b234276dc9,19f9f060e4c46060,0,False,"[""jfif"", ""jfif_density"", ""jfif_unit"", ""jfif_version""]"
bee2f4a5c2380d3f,validation,Cat,Cat_normal,study_curated_corpus,assembled for this study from prior archives,unknown_provenance_verify_required,,500,375,28527,bee2f4a5c2380d3fcf6d8efeec75510ea589e76096998e7065763052dd3b0d11,d84333d8361cfc33,99d9f0b1a9b0b038,0,False,"[""jfif"", ""jfif_density"", ""jfif_unit"", ""jfif_version""]"
d78bf3371a680249,validation,Cat,Cat_normal,study_curated_corpus,assembled for this study from prior archives,unknown_provenance_verify_required,,173,184,7101,d78bf3371a6802497a09ffa087a79e9da68d1cf9736853b150d0d83e9805024f,e21f94e3f89a0f0a,1c06310989cf9596,0,False,"[""jfif"", ""jfif_density"", ""jfif_unit"", ""jfif_version""]"
781b67a84e792335,validation,Cat,Cat_normal,study_curated_corpus,assembled for this study from prior archives,unknown_provenance_verify_required,,500,375,29367,781b67a84e79233534a21f229c54a2a20c0d6fe4f7921fffcaa08f571475b9e5,d9276c9a26cb9989,c3d6d2f2b8b8b2b2,0,False,"[""jfif"", ""jfif_density"", ""jfif_unit"", ""jfif_version""]"
d42ce9a94c85f696,validation,Cat,Cat_normal,study_curated_corpus,assembled for this study from prior archives,unknown_provenance_verify_required,,328,485,91891,d42ce9a94c85f69671eea6c7269b72e6036040ec297f466eb595bc9fe99996c0,8320293e6b3c3fad,96ccd4f0f0606062,0,False,"[""comment"", ""version""]"
7abc61a764bf2d4c,validation,Cat,Cat_normal,study_curated_corpus,assembled for this study from prior archives,unknown_provenance_verify_required,,500,375,34743,7abc61a764bf2d4c7604860a35e87f64031600c7382f11a73296dfa347ec84a3,c015bb439a4ebb65,c896a6a4e2e0e2a6,0,False,"[""jfif"", ""jfif_density"", ""jfif_unit"", ""jfif_version""]"
ba1ee682bbd638ed,validation,Cat,Cat_normal,study_curated_corpus,assembled for this study from prior archives,unknown_provenance_verify_required,,320,240,4697,ba1ee682bbd638ed710a948e91faa2924298a883f9e21e420492bd7ab8ac2e78,9c6e627699b98964,2c24367abcbe3e3c,0,False,"[""dpi"", ""jfif"", ""jfif_density"", ""jfif_unit"", ""jfif_version"", ""progression"", ""progressive""]"
b61fc1eefd55e44d,validation,Cat,Cat_normal,study_curated_corpus,assembled for this study from prior archives,unknown_provenance_verify_required,,375,500,19868,b61fc1eefd55e44d892765d3be3131f40a59a52df3aedfcae44edcf33d020e90,914c363f6ce43732,e6f0c8d35158bccc,0,False,"[""jfif"", ""jfif_density"", ""jfif_unit"", ""jfif_version""]"
b7e775ab89d0d354,validation,Cat,Cat_normal,study_curated_corpus,assembled for this study from prior archives,unknown_provenance_verify_required,,500,374,42605,b7e775ab89d0d3549a00f231902632436e89de52f4382174cbb53f97f54a5fde,d7806a4a498bce7b,b0985cd258600908,0,False,"[""jfif"", ""jfif_density"", ""jfif_unit"", ""jfif_version""]"
63212a6b142d3b4b,validation,Cat,Cat_normal,study_curated_corpus,assembled for this study from prior archives,unknown_provenance_verify_required,,500,375,25534,63212a6b142d3b4b5190fa4f53485cfc2d1702fbdaff842f86a317084bacbb71,877e788c9b4323ac,d4a4cccc60e2e4da,0,False,"[""jfif"", ""jfif_density"", ""jfif_unit"", ""jfif_version""]"
44dff81798648146,validation,Cat,Cat_normal,study_curated_corpus,assembled for this study from prior archives,unknown_provenance_verify_required,,500,377,30969,44dff817986481463287029ef6327a57437b227bcbf767d16530eb2f678be9b8,cd407688b756ac67,a093d05455f2646e,0,False,"[""jfif"", ""jfif_density"", ""jfif_unit"", ""jfif_version""]"
92f11780847298fa,validation,Cat,Cat_normal,study_curated_corpus,assembled for this study from prior archives,unknown_provenance_verify_required,,275,401,32949,92f11780847298fabb4219b944b1d61c06f72421f8ee91bb8a4161f629188aa7,a98585db9b90d69a,fa86a6131b0b9787,0,False,"[""dpi"", ""jfif"", ""jfif_density"", ""jfif_unit"", ""jfif_version""]"
888f7ae9ab00e04e,validation,Cat,Cat_normal,study_curated_corpus,assembled for this study from prior archives,unknown_provenance_verify_required,,362,500,25727,888f7ae9ab00e04e033cbefb510eb237b81fe95a2cc1724054b01b36657ec28d,dd1ba079bd11942d,9849607032109396,0,False,"[""jfif"", ""jfif_density"", ""jfif_unit"", ""jfif_version""]"
a45ed958e4df7804,validation,Cat,Cat_normal,study_curated_corpus,assembled for this study from prior archives,unknown_provenance_verify_required,,344,379,108594,a45ed958e4df78047cf093ef884bcc4a91a3368902d24a08784ca9bbd899a07a,82007e3f957d9726,9bf1c9d3d3db230c,11,True,"[""adobe"", ""adobe_transform"", ""dpi"", ""icc_profile"", ""jfif"", ""jfif_density"", ""jfif_unit"", ""jfif_version"", ""photoshop"", ""xmp""]"
9608cdacd46a3d4f,validation,Cat,Cat_normal,study_curated_corpus,assembled for this study from prior archives,unknown_provenance_verify_required,,500,337,17409,9608cdacd46a3d4f84518bcb258e26146f9b0d1f0b64fcc18a12951e24107fbd,d22bece43e6c2513,c5d9d949ccc4a4e8,0,False,"[""jfif"", ""jfif_density"", ""jfif_unit"", ""jfif_version""]"
08e14d9eb2821c1f,validation,Cat,Cat_normal,study_curated_corpus,assembled for this study from prior archives,unknown_provenance_verify_required,,357,500,25748,08e14d9eb2821c1f8a39ce03272cfb6c9d91ffc6cb35834d7490324e9f1b5cb8,8e903569eb72c91b,f1f0f0f9e1e3e863,0,False,"[""jfif"", ""jfif_density"", ""jfif_unit"", ""jfif_version""]"
7bfebda8593adacc,validation,Cat,Cat_normal,study_curated_corpus,assembled for this study from prior archives,unknown_provenance_verify_required,,300,225,22901,7bfebda8593adacc81d79f56a5bad05d94512198e7d54dee6500defbdf88ad3c,953fd9c064270737,e0187eeee6e4f8f0,0,False,"[""dpi"", ""jfif"", ""jfif_density"", ""jfif_unit"", ""jfif_version""]"
c46a9a556f6ae72f,validation,Cat,Cat_normal,study_curated_corpus,assembled for this study from prior archives,unknown_provenance_verify_required,,500,399,10903,c46a9a556f6ae72f4443175b2fce0eba0b2305ecc7939052223275d64fa45432,eb69943593a43e86,032303c307078714,0,False,"[""jfif"", ""jfif_density"", ""jfif_unit"", ""jfif_version""]"
e91d6bcb225c03ef,validation,Cat,Cat_normal,study_curated_corpus,assembled for this study from prior archives,unknown_provenance_verify_required,,320,240,230454,e91d6bcb225c03efc1714d24e89b3887af7ca898ae742ae2e6c2df83ccd126c9,ac41ea669b2cd39c,2b8ef6b77c2f3733,0,False,"[""compression"", ""dpi""]"
e21eb0b002b12ccd,validation,Cat,Cat_normal,study_curated_corpus,assembled for this study from prior archives,unknown_provenance_verify_required,,500,375,23534,e21eb0b002b12ccd210cfd1faf7e5e106c72b090c0e90da372db74f6b3c7970b,eb2c9ca5c3d48d92,372305494b52c4c9,0,False,"[""jfif"", ""jfif_density"", ""jfif_unit"", ""jfif_version""]"
b307c59deca7e81e,validation,Cat,Cat_normal,study_curated_corpus,assembled for this study from prior archives,unknown_provenance_verify_required,,350,262,17726,b307c59deca7e81e8e0b1720fadcc7e29a90024819779e297cc0ca18a310a4b0,9b3125694b4e766a,5ad89879f990626b,0,False,"[""comment"", ""jfif"", ""jfif_density"", ""jfif_unit"", ""jfif_version""]"
b02eabe6d76cff9d,validation,Cat,Cat_normal,study_curated_corpus,assembled for this study from prior archives,unknown_provenance_verify_required,,336,383,31635,b02eabe6d76cff9df3403dcf426bcf8d964151219c47721c615f430bfd847d17,9ee9653c743c7103,b1f16969616464ec,7,True,"[""dpi"", ""jfif"", ""jfif_density"", ""jfif_unit"", ""jfif_version""]"
f16b7e5604666b0b,validation,Cat,Cat_normal,study_curated_corpus,assembled for this study from prior archives,unknown_provenance_verify_required,,500,375,24416,f16b7e5604666b0ba9e2ec0a299588336159c6ee747c464a20f4f2bd36db6fed,d1646b922d19876f,8882d6f0dcdcd9db,0,False,"[""jfif"", ""jfif_density"", ""jfif_unit"", ""jfif_version""]"
67e5f02a0f3b9843,validation,Cat,Cat_normal,study_curated_corpus,assembled for this study from prior archives,unknown_provenance_verify_required,,500,375,10995,67e5f02a0f3b9843bfe2cb376d85bcc7f33b7e485401a687098a11381c9f87c0,b32cc03b3cf233cc,fcfcac3c1c58c8f4,0,False,"[""jfif"", ""jfif_density"", ""jfif_unit"", ""jfif_version""]"
a69007cfa2234390,validation,Cat,Cat_normal,study_curated_corpus,assembled for this study from prior archives,unknown_provenance_verify_required,,185,200,36452,a69007cfa22343906a18a4c6b57bb7332d371df7e6ae05a07dc9ce20f6b7c4a7,9e25634c2f694d1b,26ccb83070b0f8dc,0,False,"[""dpi"", ""jfif"", ""jfif_density"", ""jfif_unit"", ""jfif_version""]"
8d03d99648b79861,validation,Cat,Cat_normal,study_curated_corpus,assembled for this study from prior archives,unknown_provenance_verify_required,,192,217,7920,8d03d99648b79861635362d4f6cd338e222bb5a6ce765ea548b6b58f612d0254,bf97c0688ce4b84b,c44c1c2f230f0181,0,False,"[""jfif"", ""jfif_density"", ""jfif_unit"", ""jfif_version""]"
3fa2e4ba64e61ecd,validation,Cat,Cat_normal,study_curated_corpus,assembled for this study from prior archives,unknown_provenance_verify_required,,480,477,43681,3fa2e4ba64e61ecd5b708598ab0aeb503be3a776d08b7a9efcdd568260f4e781,c2257ce9b2764d8a,86cae0ccc9c0c191,11,True,"[""dpi"", ""jfif"", ""jfif_density"", ""jfif_unit"", ""jfif_version"", ""photoshop""]"
44e9df1b752779ee,validation,Cat,Cat_normal,study_curated_corpus,assembled for this study from prior archives,unknown_provenance_verify_required,,500,375,33925,44e9df1b752779eea046f4897ed2a23efc87ce148bf048b18882d60693aba5bb,cd7365893ccc742c,d9d84464f1f17266,0,False,"[""jfif"", ""jfif_density"", ""jfif_unit"", ""jfif_version""]"
225eeb9f2646f6b4,validation,Cat,Cat_normal,study_curated_corpus,assembled for this study from prior archives,unknown_provenance_verify_required,,500,375,13415,225eeb9f2646f6b4ed1a2721de5376c0250ed6a7755a6be36155951a78a9e6d1,d3376cdb661c8261,101c482dc9f8f0e2,0,False,"[""jfif"", ""jfif_density"", ""jfif_unit"", ""jfif_version""]"
c974200bc82a4d2d,validation,Cat,Cat_normal,study_curated_corpus,assembled for this study from prior archives,unknown_provenance_verify_required,,500,375,19314,c974200bc82a4d2dabad27c347f40ef5e37168209755ad500c6abadf3c097b50,a7dc4e335a5d3241,e686c60ecececb43,0,False,"[""jfif"", ""jfif_density"", ""jfif_unit"", ""jfif_version""]"
f526eebd001becb0,validation,Cat,Cat_normal,study_curated_corpus,assembled for this study from prior archives,unknown_provenance_verify_required,,468,315,43803,f526eebd001becb0fdb08c2ac5a8878b2401b6c0363f201b7cbc76bb8d362f14,8e6931997a13649f,88e2e36961e0f82c,0,False,"[""dpi"", ""jfif"", ""jfif_density"", ""jfif_unit"", ""jfif_version""]"
5fa7fa51acfc301c,validation,Cat,Cat_normal,study_curated_corpus,assembled for this study from prior archives,unknown_provenance_verify_required,,375,500,24848,5fa7fa51acfc301c83d6037bb6322a6a5a1bf75488628cb940e96fa3fcb058a8,a921305cdfc3997c,9696cfe163f79f9d,0,False,"[""jfif"", ""jfif_density"", ""jfif_unit"", ""jfif_version""]"
95fec06ca7e54ec8,validation,Cat,Cat_normal,study_curated_corpus,assembled for this study from prior archives,unknown_provenance_verify_required,,500,375,29350,95fec06ca7e54ec86eb6b7d53dd445b3eb440f90278edf0ee1df4d97d139964f,c9434d8ddcca49ab,c1c1d9b93af3b7b6,0,False,"[""jfif"", ""jfif_density"", ""jfif_unit"", ""jfif_version""]"
b5093163b18a7dcc,validation,Cat,Cat_normal,study_curated_corpus,assembled for this study from prior archives,unknown_provenance_verify_required,,500,375,28913,b5093163b18a7dcc24bd2fdc62ec72ea182a401ca831f5d361d8321ee39db15b,86bf898c945fd648,6c6f6c6ce4e4ebfa,0,False,"[""jfif"", ""jfif_density"", ""jfif_unit"", ""jfif_version""]"
7a94e80840aeca27,validation,Cat,Cat_normal,study_curated_corpus,assembled for this study from prior archives,unknown_provenance_verify_required,,332,500,26899,7a94e80840aeca2759a347152be0171505d5726387b0877d5b24d98acabf71e7,883be13cb34afa4c,9bd373697e76e3c6,0,False,"[""jfif"", ""jfif_density"", ""jfif_unit"", ""jfif_version""]"
f5a0779766dd90a6,validation,Cat,Cat_normal,study_curated_corpus,assembled for this study from prior archives,unknown_provenance_verify_required,,500,469,32983,f5a0779766dd90a6db0ad5533c78525b898866a8f9882194cacad12f6c36eec4,c037682d6f1bcb32,2394d4f0e8e0d991,0,False,"[""jfif"", ""jfif_density"", ""jfif_unit"", ""jfif_version""]"
e8881e156f7eb967,validation,Cat,Cat_normal,study_curated_corpus,assembled for this study from prior archives,unknown_provenance_verify_required,,354,336,37393,e8881e156f7eb96749ae580320b1c0e138af41fa54ae2614852531c957e01918,fb9f91d0c0c1e591,003e47070709190f,7,True,"[""dpi"", ""jfif"", ""jfif_density"", ""jfif_unit"", ""jfif_version""]"
10e5886a72673b8c,validation,Cat,Cat_normal,study_curated_corpus,assembled for this study from prior archives,unknown_provenance_verify_required,,306,428,19391,10e5886a72673b8c541fc8c62246b365b6cc2ec600e266514f59f3634d79f8d8,a857eb2847d0836f,05c49cfc27b33327,0,False,"[""jfif"", ""jfif_density"", ""jfif_unit"", ""jfif_version""]"
1ae26ebb61148229,validation,Cat,Cat_normal,study_curated_corpus,assembled for this study from prior archives,unknown_provenance_verify_required,,500,375,23367,1ae26ebb61148229c737534b721e410e30234f49ea0ca35ce79ab7c7bb08765c,ed58786aa80d9e63,311962e7c747c79f,0,False,"[""jfif"", ""jfif_density"", ""jfif_unit"", ""jfif_version""]"
a66e0dedfbe5261b,validation,Cat,Cat_normal,study_curated_corpus,assembled for this study from prior archives,unknown_provenance_verify_required,,500,375,32331,a66e0dedfbe5261bb961e0da4c4e191937639ecc5e38da9d7aca6764808f8f23,b930c24f79d04d7a,989c9f1a33678cc9,0,False,"[""jfif"", ""jfif_density"", ""jfif_unit"", ""jfif_version""]"
f0ab7535aefc4ebd,validation,Cat,Cat_normal,study_curated_corpus,assembled for this study from prior archives,unknown_provenance_verify_required,,500,375,19153,f0ab7535aefc4ebd17662ffba3725c13b063ecc1a231b8ed8632b6ba5cdbdb13,f1567a491c871d87,0e8c8c9696178f9e,0,False,"[""jfif"", ""jfif_density"", ""jfif_unit"", ""jfif_version""]"
1b6282c5435c03b2,validation,Cat,Cat_normal,study_curated_corpus,assembled for this study from prior archives,unknown_provenance_verify_required,,500,486,24302,1b6282c5435c03b210858fc8b88d21cd3d334577a4760f6f65374f831934d924,916e6d25b6929b0b,36b3b1bc9cd0d0e2,0,False,"[""jfif"", ""jfif_density"", ""jfif_unit"", ""jfif_version""]"
4bbd8610c0532d71,validation,Cat,Cat_normal,study_curated_corpus,assembled for this study from prior archives,unknown_provenance_verify_required,,500,375,23940,4bbd8610c0532d719c1961160e8f74d2dde8798a0aa3328560a33c6966ecc135,d02adce49bfe2491,b9b9edd9dcc4e4f4,0,False,"[""jfif"", ""jfif_density"", ""jfif_unit"", ""jfif_version""]"
891e15e983803a1d,validation,Cat,Cat_normal,study_curated_corpus,assembled for this study from prior archives,unknown_provenance_verify_required,,148,187,38590,891e15e983803a1dbfcdf1702ec6ff4461c8001ec5b5566a6fcc68d52a12b370,8a0937f38d2ecab8,f499e1e1b1f12dc8,12,True,"[""dpi"", ""jfif"", ""jfif_density"", ""jfif_unit"", ""jfif_version""]"
c63c0b0e896a30de,validation,Cat,Cat_normal,study_curated_corpus,assembled for this study from prior archives,unknown_provenance_verify_required,,500,375,25147,c63c0b0e896a30de39371ee398c2394adbf37856fbee8a4ff77944e8fd41fd8e,d0338f6007ef78a3,f0b899a4869792f0,0,False,"[""jfif"", ""jfif_density"", ""jfif_unit"", ""jfif_version""]"
215bd9758a1305c6,validation,Cat,Cat_normal,study_curated_corpus,assembled for this study from prior archives,unknown_provenance_verify_required,,500,375,24838,215bd9758a1305c63716a3ddf19d2ab24c7487894d7eeeadfb036f8f1aacfee0,c36bf33606933f02,49c353e3e26ac8c8,0,False,"[""jfif"", ""jfif_density"", ""jfif_unit"", ""jfif_version""]"
25e9c4f5b01f8470,validation,Cat,Cat_normal,study_curated_corpus,assembled for this study from prior archives,unknown_provenance_verify_required,,192,175,9700,25e9c4f5b01f847037de082fee3290aeca8d56b49bcfd687cf46b12083306f08,b4e38d52e63d4a89,67cd162e8c3d3e3c,0,False,"[""jfif"", ""jfif_density"", ""jfif_unit"", ""jfif_version""]"
65be273fc81ddbf2,validation,Cat,Cat_normal,study_curated_corpus,assembled for this study from prior archives,unknown_provenance_verify_required,,456,445,28255,65be273fc81ddbf2f0ced5e5120e95ae778ca3627a851ecffbf0d67955c8f85b,a89e9de16264f18b,92313c8cc3838306,0,False,"[""adobe"", ""adobe_transform"", ""comment"", ""dpi"", ""icc_profile"", ""jfif"", ""jfif_density"", ""jfif_unit"", ""jfif_version"", ""photoshop""]"
c86ce48ecd0d5963,validation,Cat,Cat_normal,study_curated_corpus,assembled for this study from prior archives,unknown_provenance_verify_required,,350,361,27811,c86ce48ecd0d596300ec82cdc960b345e2dede2934a2a3426744947758cda9fd,9dac6d5312333785,b1b3b23c78787372,0,False,"[""comment"", ""jfif"", ""jfif_density"", ""jfif_unit"", ""jfif_version""]"
592146cd7bd7ffbb,validation,Cat,Cat_normal,study_curated_corpus,assembled for this study from prior archives,unknown_provenance_verify_required,,500,327,16510,592146cd7bd7ffbb3b94f543eff81d4c770440bea3963f210d511722aafb6fa2,a27ad9c43725b463,a0b12d4ccce4c35c,0,False,"[""jfif"", ""jfif_density"", ""jfif_unit"", ""jfif_version""]"
f001c3aecd71f61f,validation,Cat,Cat_normal,study_curated_corpus,assembled for this study from prior archives,unknown_provenance_verify_required,,500,375,26997,f001c3aecd71f61f7ea82e81b6d3ce31a72e3136593c8b6e79b897e2db26712f,aaf02955f4fc2f01,2c5b1ba5d07a7b3f,0,False,"[""jfif"", ""jfif_density"", ""jfif_unit"", ""jfif_version""]"
8f3705ded933f4b3,validation,Cat,Cat_normal,study_curated_corpus,assembled for this study from prior archives,unknown_provenance_verify_required,,500,442,15679,8f3705ded933f4b34b80ebc857efa78ba83efff206f40740c6c262ef1e1911d5,ceb397848972cc53,e84c1d1333a7ace1,0,False,"[""jfif"", ""jfif_density"", ""jfif_unit"", ""jfif_version""]"
263c133de48a4b62,validation,Cat,Cat_normal,study_curated_corpus,assembled for this study from prior archives,unknown_provenance_verify_required,,320,240,9692,263c133de48a4b620be769eaded0694174532ba51124010c0ceeb873d2db87d4,bfff7f5c10008087,3b2f4f9f5f67b3b1,0,False,"[""jfif"", ""jfif_density"", ""jfif_unit"", ""jfif_version""]"
1b48f239ef4a2001,validation,Cat,Cat_normal,study_curated_corpus,assembled for this study from prior archives,unknown_provenance_verify_required,,482,500,26510,1b48f239ef4a2001909a9a7ad3a34e2d0ef6e4be70591f187a9ea9e6a9dcf614,d5b77af6e82020e2,0d38ded6e6f4b0f1,0,False,"[""jfif"", ""jfif_density"", ""jfif_unit"", ""jfif_version""]"
db28bea822d54eb5,validation,Cat,Cat_normal,study_curated_corpus,assembled for this study from prior archives,unknown_provenance_verify_required,,374,336,40303,db28bea822d54eb5ec60ecc10a471ee613ddac49ab5b56a065c52fe1e59b1770,91762e1c7be90d45,348ccc98b8bcf2eb,7,True,"[""dpi"", ""jfif"", ""jfif_density"", ""jfif_unit"", ""jfif_version""]"
35ad7358c0d708c9,validation,Cat,Cat_normal,study_curated_corpus,assembled for this study from prior archives,unknown_provenance_verify_required,,500,375,13376,35ad7358c0d708c988f5df8b7b7a9392812dbefb8698b2abd0ffe9b809de7793,814bbf7640817f1d,7f7ff1c9e2e4fefe,0,False,"[""jfif"", ""jfif_density"", ""jfif_unit"", ""jfif_version""]"
e28bb67a4aee68f6,validation,Cat,Cat_normal,study_curated_corpus,assembled for this study from prior archives,unknown_provenance_verify_required,,500,375,27325,e28bb67a4aee68f6efa29eb8ae80593903034144528d5028403d83721afa7f6a,c43f73c01fd6b029,0c6bb164e2c0c0c8,0,False,"[""jfif"", ""jfif_density"", ""jfif_unit"", ""jfif_version""]"
8205f114dd5d3535,validation,Cat,Cat_normal,study_curated_corpus,assembled for this study from prior archives,unknown_provenance_verify_required,,365,339,138855,8205f114dd5d3535fda5a006a326806445aba006b38ece7f4b005fc0f46f47c5,80c87fcb73cb9930,46b6b4e8ccdccd4c,12,True,"[""adobe"", ""adobe_transform"", ""dpi"", ""icc_profile"", ""jfif"", ""jfif_density"", ""jfif_unit"", ""jfif_version"", ""photoshop"", ""xmp""]"
6a79574578fe9d11,validation,Cat,Cat_normal,study_curated_corpus,assembled for this study from prior archives,unknown_provenance_verify_required,,500,363,16664,6a79574578fe9d1174508426a47125b60348e23b751f29d1d77ff6228b09ff89,c51af887ccc53ec8,b39b77c7c7c6c293,0,False,"[""jfif"", ""jfif_density"", ""jfif_unit"", ""jfif_version""]"
9597949f1b9467ee,validation,Cat,Cat_normal,study_curated_corpus,assembled for this study from prior archives,unknown_provenance_verify_required,,300,314,20861,9597949f1b9467ee1e01b8abc3bdf4826203eec8e094521e2b4d15836ced6579,c394356d7ae84cc9,0cfcc08881c39389,7,True,"[""adobe"", ""adobe_transform"", ""dpi"", ""jfif"", ""jfif_density"", ""jfif_unit"", ""jfif_version"", ""photoshop"", ""xmp""]"
32d476ae6ab2c8f8,validation,Cat,Cat_normal,study_curated_corpus,assembled for this study from prior archives,unknown_provenance_verify_required,,500,375,15023,32d476ae6ab2c8f8717c8e2a315f4bc415e6e6e6c516614d9e249eb64cdb9788,d96631b994ccb163,70696060f8daf1f8,0,False,"[""jfif"", ""jfif_density"", ""jfif_unit"", ""jfif_version""]"
ddacc9a8c1dde8b5,validation,Cat,Cat_normal,study_curated_corpus,assembled for this study from prior archives,unknown_provenance_verify_required,,500,364,22567,ddacc9a8c1dde8b53c99e73b04da1ca420ffe7faa1e33626f21186d5fbb8fa5f,f1f19f0f91908995,1a1a9a9c8e47444c,0,False,"[""jfif"", ""jfif_density"", ""jfif_unit"", ""jfif_version""]"
eb854433fea3dd87,validation,Cat,Cat_normal,study_curated_corpus,assembled for this study from prior archives,unknown_provenance_verify_required,,346,354,48821,eb854433fea3dd87caf5bd09e89b59d32e5490128e1532188ac0a401c4844e42,abf0859b616cc966,d8898b0b597363e3,7,True,"[""dpi"", ""jfif"", ""jfif_density"", ""jfif_unit"", ""jfif_version""]"
3b0fffe591618a10,validation,Cat,Cat_normal,study_curated_corpus,assembled for this study from prior archives,unknown_provenance_verify_required,,500,463,30167,3b0fffe591618a10b57a4a7860108ef884e606d17ae9df2d913fdd3ab0b79505,ead6d4602f3f24c1,d5b56d4d8f8f1b90,0,False,"[""jfif"", ""jfif_density"", ""jfif_unit"", ""jfif_version""]"
146a3d7a24120b2d,validation,Cat,Cat_normal,study_curated_corpus,assembled for this study from prior archives,unknown_provenance_verify_required,,375,500,17495,146a3d7a24120b2df825f86185f8a6e3c804ab8b50dda2d1b4b941f0eb3745b9,e138d63f0e235a4b,9f9697878383c7c3,0,False,"[""jfif"", ""jfif_density"", ""jfif_unit"", ""jfif_version""]"
ad181186060ec867,validation,Cat,Cat_normal,study_curated_corpus,assembled for this study from prior archives,unknown_provenance_verify_required,,500,375,23024,ad181186060ec867ab9f384e24718f4a972bb3636893291a038857e58f4f531c,c13b23d63c5c86d6,d8dad0b1b4ccf0f2,0,False,"[""jfif"", ""jfif_density"", ""jfif_unit"", ""jfif_version""]"
